Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,77,0,2,0,0,0,0,0,0,0,0,0,0,0,25974.02597,77,0,77,77,0,0,0,0,0,77,77,0,77,77,0,0,0,0,0,40,0,25974.02597,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,15693898,1,3,0,0,0,0,0,0,0,0,0,0,0,0.254876131,5231299.333,9060781.838,15693789,44,0,0,0,0,0,15693898,7846949,11097169.78,15693833,65,0,0,0,0,20,60,0.063719033,0.191157098,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,20,-1,0,0,0,65,0,65,65,15693789,0,15693789,15693789,1
80,11528190,1,2,0,0,0,0,0,0,0,0,0,0,0,0.260231658,5764095,8151607.584,11528152,38,0,0,0,0,0,38,38,0,38,38,0,0,0,0,20,40,0.086743886,0.173487772,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,20,-1,0,0,0,38,0,38,38,11528152,0,11528152,11528152,1
80,49,0,2,0,0,0,0,0,0,0,0,0,0,0,40816.32653,49,0,49,49,0,0,0,0,0,49,49,0,49,49,0,0,0,0,0,40,0,40816.32653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,37087530,1,2,0,0,0,0,0,0,0,0,0,0,0,0.080889722,18543765,26224790.22,37087492,38,0,0,0,0,0,38,38,0,38,38,0,0,0,0,20,40,0.026963241,0.053926481,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,20,-1,0,0,0,38,0,38,38,37087492,0,37087492,37087492,1
80,367,0,2,0,0,0,0,0,0,0,0,0,0,0,5449.591281,367,0,367,367,0,0,0,0,0,367,367,0,367,367,0,0,0,0,0,40,0,5449.591281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,26037949,2,2,0,0,0,0,0,0,0,0,0,0,0,0.153621931,8679316.333,12274884.68,22723355,32,3314594,3314594,0,3314594,3314594,22723387,22723387,0,22723387,22723387,0,0,0,0,40,40,0.076810965,0.076810965,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40,-1,0,0,0,0,0,0,0,22723355,0,22723355,22723355,1
80,27,0,2,0,0,0,0,0,0,0,0,0,0,0,74074.07407,27,0,27,27,0,0,0,0,0,27,27,0,27,27,0,0,0,0,0,40,0,74074.07407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,44,0,2,0,0,0,0,0,0,0,0,0,0,0,45454.54545,44,0,44,44,0,0,0,0,0,44,44,0,44,44,0,0,0,0,0,40,0,45454.54545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,54,0,2,0,0,0,0,0,0,0,0,0,0,0,37037.03704,54,0,54,54,0,0,0,0,0,54,54,0,54,54,0,0,0,0,0,40,0,37037.03704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,45,0,2,0,0,0,0,0,0,0,0,0,0,0,44444.44444,45,0,45,45,0,0,0,0,0,45,45,0,45,45,0,0,0,0,0,40,0,44444.44444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,59,0,2,0,0,0,0,0,0,0,0,0,0,0,33898.30508,59,0,59,59,0,0,0,0,0,59,59,0,59,59,0,0,0,0,0,40,0,33898.30508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,53,0,2,0,0,0,0,0,0,0,0,0,0,0,37735.84906,53,0,53,53,0,0,0,0,0,53,53,0,53,53,0,0,0,0,0,40,0,37735.84906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,38,0,2,0,0,0,0,0,0,0,0,0,0,0,52631.57895,38,0,38,38,0,0,0,0,0,38,38,0,38,38,0,0,0,0,0,40,0,52631.57895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,54,0,2,0,0,0,0,0,0,0,0,0,0,0,37037.03704,54,0,54,54,0,0,0,0,0,54,54,0,54,54,0,0,0,0,0,40,0,37037.03704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,43,0,2,0,0,0,0,0,0,0,0,0,0,0,46511.62791,43,0,43,43,0,0,0,0,0,43,43,0,43,43,0,0,0,0,0,40,0,46511.62791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,68,0,2,0,0,0,0,0,0,0,0,0,0,0,29411.76471,68,0,68,68,0,0,0,0,0,68,68,0,68,68,0,0,0,0,0,40,0,29411.76471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,48,0,2,0,0,0,0,0,0,0,0,0,0,0,41666.66667,48,0,48,48,0,0,0,0,0,48,48,0,48,48,0,0,0,0,0,40,0,41666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,54,0,2,0,0,0,0,0,0,0,0,0,0,0,37037.03704,54,0,54,54,0,0,0,0,0,54,54,0,54,54,0,0,0,0,0,40,0,37037.03704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,29,0,2,0,0,0,0,0,0,0,0,0,0,0,68965.51724,29,0,29,29,0,0,0,0,0,29,29,0,29,29,0,0,0,0,0,40,0,68965.51724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,59,0,2,0,0,0,0,0,0,0,0,0,0,0,33898.30508,59,0,59,59,0,0,0,0,0,59,59,0,59,59,0,0,0,0,0,40,0,33898.30508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
53,19566214,1,1,0,0,0,0,0,0,0,0,0,0,0,0.102217016,19566214,0,19566214,19566214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.051108508,0.051108508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,-1,-1,0,0,0,0,0,0,19566214,0,19566214,19566214,1
80,39,0,2,0,0,0,0,0,0,0,0,0,0,0,51282.05128,39,0,39,39,0,0,0,0,0,39,39,0,39,39,0,0,0,0,0,40,0,51282.05128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,29,0,2,0,0,0,0,0,0,0,0,0,0,0,68965.51724,29,0,29,29,0,0,0,0,0,29,29,0,29,29,0,0,0,0,0,40,0,68965.51724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
53,7487382,1,1,0,0,0,0,0,0,0,0,0,0,0,0.267116063,7487382,0,7487382,7487382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.133558031,0.133558031,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,-1,-1,0,0,0,0,0,0,7487382,0,7487382,7487382,1
80,45,0,2,0,0,0,0,0,0,0,0,0,0,0,44444.44444,45,0,45,45,0,0,0,0,0,45,45,0,45,45,0,0,0,0,0,40,0,44444.44444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,82,0,2,0,0,0,0,0,0,0,0,0,0,0,24390.2439,82,0,82,82,0,0,0,0,0,82,82,0,82,82,0,0,0,0,0,40,0,24390.2439,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,46,0,2,0,0,0,0,0,0,0,0,0,0,0,43478.26087,46,0,46,46,0,0,0,0,0,46,46,0,46,46,0,0,0,0,0,40,0,43478.26087,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,72,0,2,0,0,0,0,0,0,0,0,0,0,0,27777.77778,72,0,72,72,0,0,0,0,0,72,72,0,72,72,0,0,0,0,0,40,0,27777.77778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,40,0,2,0,0,0,0,0,0,0,0,0,0,0,50000,40,0,40,40,0,0,0,0,0,40,40,0,40,40,0,0,0,0,0,40,0,50000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,1270699,1,3,0,0,0,0,0,0,0,0,0,0,0,3.147873729,423566.3333,733513.7024,1270555,51,0,0,0,0,0,1270699,635349.5,898447.7549,1270648,51,0,0,0,0,20,60,0.786968432,2.360905297,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,20,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,52,0,2,0,0,0,0,0,0,0,0,0,0,0,38461.53846,52,0,52,52,0,0,0,0,0,52,52,0,52,52,0,0,0,0,0,40,0,38461.53846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
80,40,0,2,0,0,0,0,0,0,0,0,0,0,0,50000,40,0,40,40,0,0,0,0,0,40,40,0,40,40,0,0,0,0,0,40,0,50000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
53,48089,4,5,40,86,38,0,10,18.69046103,86,0,17.2,38.46036921,2620.14182,187.1529872,6011.125,11019.03618,23986,0,24251,8083.666667,13901.75184,24136,32,47939,11984.75,13840.05485,24198,0,0,0,0,0,80,124,83.17910541,103.9738818,0,86,12.6,28.39483521,806.2666667,0,1,0,0,0,0,0,0,1,14,10,17.2,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,52216,4,5,40,127,38,0,10,18.69046103,127,0,25.4,56.79612663,3198.253409,172.3609622,6527,11788.9557,25801,0,26709,8903,15281.05281,26548,48,51721,12930.25,14787.2698,26020,0,0,0,0,0,80,136,76.60487207,95.75609009,0,127,16.7,40.53544402,1643.122222,0,1,0,0,0,0,0,0,1,18.55555556,10,25.4,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,49288,4,5,34,104,32,0,8.5,15.69500982,104,0,20.8,46.51021393,2799.870151,182.6002272,6161,11039.11657,24600,0,25686,8562,14707.78614,25545,23,48942,12235.5,13796.43429,24869,0,0,0,0,0,80,124,81.15565655,101.4445707,0,104,13.8,33.2325142,1104.4,0,1,0,0,0,0,0,0,1,15.33333333,8.5,20.8,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,52781,4,5,34,70,32,0,8.5,15.69500982,70,0,14,31.30495168,1970.406017,170.5159053,6597.625,11851.45844,25871,0,26811,8937,15352.06888,26664,40,52437,13109.25,14794.07006,25968,0,0,0,0,0,80,124,75.78484682,94.73105852,0,70,10.4,23.20536336,538.4888889,0,1,0,0,0,0,0,0,1,11.55555556,8.5,14,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,51229,4,6,48,98,46,0,12,22.68626604,98,0,16.33333333,40.00833247,2849.948271,195.2019364,5692.111111,10997.35578,25582,0,25498,8499.333333,14615.62877,25376,47,51082,10216.4,13698.59835,25582,0,0,0,0,0,80,144,78.08077456,117.1211618,0,98,13.27272727,31.28287362,978.6181818,0,1,0,0,0,0,0,0,1,14.6,12,16.33333333,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,52172,4,5,48,64,46,0,12,22.68626604,64,0,12.8,28.62167011,2146.745381,172.5063252,6521.5,11752.73871,26243,0,25894,8631.333333,14876.30096,25809,30,51924,12981,14594.69938,26243,0,0,0,0,0,80,124,76.66947788,95.83684735,0,64,11.2,23.47954192,551.2888889,0,1,0,0,0,0,0,0,1,12.44444444,12,12.8,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,45194,4,5,38,294,36,0,9.5,17.69180601,294,0,58.8,131.4807971,7346.10789,199.141479,5649.25,10045.11555,22370,0,22694,7564.666667,12976.84462,22549,44,45022,11255.5,12472.83399,22370,0,0,0,0,0,80,124,88.50732398,110.634155,0,294,33.2,92.32406692,8523.733333,0,1,0,0,0,0,0,0,1,36.88888889,9.5,58.8,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,56324,4,5,38,95,36,0,9.5,17.69180601,95,0,19,42.48529157,2361.337973,159.7897877,7040.5,12534.27281,27548,0,28681,9560.333333,16424.78537,28526,43,55996,13999,15555.43399,27548,0,0,0,0,0,80,124,71.0176834,88.77210425,0,95,13.3,30.83306306,950.6777778,0,1,0,0,0,0,0,0,1,14.77777778,9.5,19,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,61104,4,5,37,87,35,0,9.25,17.19253714,87,0,17.4,38.90758281,2029.327049,147.2898665,7638,10564.50269,24245,54,36785,12261.66667,21115.72652,36644,54,60722,15180.5,10575.94599,24245,1078,0,0,0,0,80,124,65.46216287,81.82770359,0,87,12.4,28.40266028,806.7111111,0,1,0,0,0,0,0,0,1,13.77777778,9.25,17.4,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,67691,4,5,37,53,35,0,9.25,17.19253714,53,0,10.6,23.70232056,1329.571139,132.9571139,8461.375,11894.29104,26638,0,40947,13649,23518.6834,40806,32,66686,16671.5,12421.68627,26638,0,0,0,0,0,80,124,59.09205064,73.8650633,0,53,9,18.93849695,358.6666667,0,1,0,0,0,0,0,0,1,10,9.25,10.6,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,48822,4,5,45,131,43,0,11.25,21.18765364,131,0,26.2,58.58498101,3604.932203,184.343124,6102.75,10415.02206,23342,37,25389,8463,14375.71226,25062,37,48305,12076.25,12814.17934,23342,957,0,0,0,0,80,124,81.93027733,102.4128467,0,131,17.6,42.0534052,1768.488889,0,1,0,0,0,0,0,0,1,19.55555556,11.25,26.2,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,53805,4,5,45,90,43,0,11.25,21.18765364,90,0,18,40.24922359,2509.060496,167.2706997,6725.625,11897.38061,26254,0,27447,9149,15735.6956,27319,43,53407,13351.75,14735.91297,26254,0,0,0,0,0,80,124,74.34253322,92.92816653,0,90,13.5,30.05642841,903.3888889,0,1,0,0,0,0,0,0,1,15,11.25,18,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,49761,4,5,43,78,41,0,10.75,20.18869321,78,0,15.6,34.88266045,2431.623159,180.8645325,6220.125,11323.64842,25245,0,25809,8603,14756.23634,25642,54,49592,12398,14200.20901,25496,0,0,0,0,0,80,124,80.38423665,100.4802958,0,78,12.1,26.46780014,700.5444444,0,1,0,0,0,0,0,0,1,13.44444444,10.75,15.6,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,61333,4,4,43,0,41,0,10.75,20.18869321,0,0,0,0,701.0907668,130.4354915,8761.857143,11582.86133,24994,0,36245,12081.66667,20775.39096,36071,59,49089,16363,14177.90101,24994,0,0,0,0,0,80,104,65.21774575,65.21774575,0,41,4.777777778,13.59942809,184.9444444,0,1,0,0,0,0,0,0,1,5.375,10.75,0,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
55050,21404,1,2,0,112,0,0,0,0,112,0,56,79.19595949,5232.666791,140.1607176,10702,15059.96023,21351,53,0,0,0,0,0,53,53,0,53,53,0,1,0,0,20,40,46.72023921,93.44047842,0,112,56,64.66323015,4181.333333,0,0,0,1,1,0,0,0,2,74.66666667,0,56,20,-1,0,0,0,0,0,0,0,0,0,0,0,0
53,48266,4,5,34,70,32,0,8.5,15.69500982,70,0,14,31.30495168,2154.725894,186.4666639,6033.25,10907.87554,24250,0,23899,7966.333333,13507.54131,23563,60,48082,12020.5,13749.58643,24250,0,0,0,0,0,80,124,82.87407285,103.5925911,0,70,10.4,23.20536336,538.4888889,0,1,0,0,0,0,0,0,1,11.55555556,8.5,14,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,49721,4,5,44,60,42,0,11,20.68816087,60,0,12,26.83281573,2091.671527,181.010036,6215.125,10589.8431,23803,48,25773,8591,14484.53979,25315,48,49548,12387,13013.47353,23803,965,0,0,0,0,80,124,80.44890489,100.5611311,0,60,10.4,21.8235347,476.2666667,0,1,0,0,0,0,0,0,1,11.55555556,11,12,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,64220,4,4,34,0,32,0,8.5,15.69500982,0,0,0,0,529.4300841,124.5717845,9174.285714,12279.76666,27390,0,36699,12233,21076.48232,36570,34,52059,17353,15089.59632,27390,0,0,0,0,0,80,104,62.28589225,62.28589225,0,32,3.777777778,10.60398248,112.4444444,0,1,0,0,0,0,0,0,1,4.25,8.5,0,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,65068,4,4,44,0,42,0,11,20.68816087,0,0,0,0,676.2156513,122.9483002,9295.428571,12036.58753,25932,54,39008,13002.66667,22363.69328,38826,54,51765,17255,14482.55941,25932,536,0,0,0,0,80,104,61.47415012,61.47415012,0,42,4.888888889,13.93237636,194.1111111,0,1,0,0,0,0,0,0,1,5.5,11,0,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
55054,22156,1,2,0,104,0,0,0,0,104,0,52,73.53910524,4693.988084,135.4035024,11078,15491.29536,22032,124,0,0,0,0,0,124,124,0,124,124,0,1,0,0,20,40,45.13450081,90.26900162,0,104,52,60.044428,3605.333333,0,0,0,1,1,0,0,0,2,69.33333333,0,52,20,-1,0,0,0,0,0,0,0,0,0,0,0,0
55052,24750,1,2,0,101,0,0,0,0,101,0,50.5,71.4177849,4080.808081,121.2121212,12375,17440.08165,24707,43,0,0,0,0,0,43,43,0,43,43,0,1,0,0,20,40,40.4040404,80.80808081,0,101,50.5,58.31237719,3400.333333,0,0,0,1,1,0,0,0,2,67.33333333,0,50.5,20,-1,0,0,0,0,0,0,0,0,0,0,0,0
53,70663,4,5,46,96,44,0,11.5,21.68716979,96,0,19.2,42.93250517,2009.538231,127.3650991,8832.875,16698.35342,42762,0,27743,9247.666667,15885.81233,27591,51,70409,17602.25,21241.37812,42762,0,0,0,0,0,80,124,56.60671073,70.75838841,0,96,14.2,31.86708507,1015.511111,0,1,0,0,0,0,0,0,1,15.77777778,11.5,19.2,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,87256,4,5,46,62,44,0,11.5,21.68716979,62,0,12.4,27.72724292,1237.737233,103.1447694,10907,19604.26229,42915,0,44117,14705.66667,24864.28974,43414,25,86773,21693.25,24754.53519,43345,0,0,0,0,0,80,124,45.84211974,57.30264967,0,62,10.8,22.65097496,513.0666667,0,1,0,0,0,0,0,0,1,12,11.5,12.4,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,68442,4,5,45,131,43,0,11.25,21.18765364,131,0,26.2,58.58498101,2571.520411,131.4982029,8555.25,13315.14037,34642,0,33688,11229.33333,19298.26392,33513,47,68154,17038.5,15037.21336,34642,0,0,0,0,0,80,124,58.44364571,73.05455714,0,131,17.6,42.0534052,1768.488889,0,1,0,0,0,0,0,0,1,19.55555556,11.25,26.2,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,69295,4,5,45,90,43,0,11.25,21.18765364,90,0,18,40.24922359,1948.19251,129.8795007,8661.875,15715.11342,36253,0,32918,10972.66667,18885.75827,32780,24,68355,17088.75,19805.02383,36253,0,0,0,0,0,80,124,57.72422253,72.15527816,0,90,13.5,30.05642841,903.3888889,0,1,0,0,0,0,0,0,1,15,11.25,18,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,59402,4,5,35,51,33,0,8.75,16.19413474,51,0,10.2,22.80789337,1447.762702,151.5100502,7425.25,13585.50978,34427,0,24866,8288.666667,14199.73825,24685,38,59220,14805,17028.02586,34427,0,0,0,0,0,80,124,67.33780007,84.17225009,0,51,8.6,18.11813088,328.2666667,0,1,0,0,0,0,0,0,1,9.555555556,8.75,10.2,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,62146,4,5,35,92,33,0,8.75,16.19413474,92,0,18.4,41.14365079,2043.574808,144.820262,7768.25,14048.49494,35665,0,26394,8798,15107.83469,26243,50,61568,15392,17586.90124,35665,0,0,0,0,0,80,124,64.36456087,80.45570109,0,92,12.7,29.7098936,882.6777778,0,1,0,0,0,0,0,0,1,14.11111111,8.75,18.4,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,51426,4,5,35,85,33,0,8.75,16.19413474,85,0,17,38.01315562,2333.450006,175.0087504,6428.25,11595.56777,25456,0,25899,8633,14812.53095,25737,50,51269,12817.25,14448.71522,25456,0,0,0,0,0,80,124,77.78166686,97.22708358,0,85,12,27.64456949,764.2222222,0,1,0,0,0,0,0,0,1,13.33333333,8.75,17,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,54067,4,5,35,51,33,0,8.75,16.19413474,51,0,10.2,22.80789337,1590.619047,166.4601328,6758.375,12065.90162,27156,0,26814,8938,15327.81397,26637,58,53698,13424.5,15027.53334,27156,0,0,0,0,0,80,124,73.98228124,92.47785155,0,51,8.6,18.11813088,328.2666667,0,1,0,0,0,0,0,0,1,9.555555556,8.75,10.2,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,48632,4,5,36,134,34,0,9,16.69331203,134,0,26.8,59.9266218,3495.64073,185.0633328,6079,11093.11008,24070,0,24510,8170,13970.72539,24302,94,48400,12100,13972.54186,24367,0,0,0,0,0,80,124,82.25037013,102.8129627,0,134,17,42.4604391,1802.888889,0,1,0,0,0,0,0,0,1,18.88888889,9,26.8,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,49758,4,5,36,131,34,0,9,16.69331203,131,0,26.2,58.58498101,3356.244222,180.8754371,6219.75,11357.55964,24849,0,25329,8443,14527.60032,25218,29,49389,12347.25,14259.55809,25000,0,0,0,0,0,80,136,80.38908316,100.486354,0,131,16.7,41.54261534,1725.788889,0,1,0,0,0,0,0,0,1,18.55555556,9,26.2,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,46834,4,5,51,101,49,0,12.75,24.18505048,101,0,20.2,45.16857315,3245.505402,192.168083,5854.25,10726.56663,23577,0,23824,7941.333333,13651.75118,23705,39,46706,11676.5,13488.29778,23822,0,0,0,0,0,80,136,85.4080369,106.7600461,0,101,15.2,33.82241203,1143.955556,0,1,0,0,0,0,0,0,1,16.88888889,12.75,20.2,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,47631,4,5,51,67,49,0,12.75,24.18505048,67,0,13.4,29.9633109,2477.378178,188.9525729,5953.875,10666.1818,23371,0,24367,8122.333333,13823.21541,24084,128,47343,11835.75,13425.76643,23822,0,0,0,0,0,80,124,83.97892129,104.9736516,0,67,11.8,24.72425709,611.2888889,0,1,0,0,0,0,0,0,1,13.11111111,12.75,13.4,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,52311,4,5,39,101,37,0,9.75,18.19111505,101,0,20.2,45.16857315,2676.301352,172.047944,6538.875,11485.04118,25876,42,26343,8781,15073.21635,26186,42,52141,13035.25,14117.09612,25876,545,0,0,0,0,80,124,76.4657529,95.58219113,0,101,14,32.68366904,1068.222222,0,1,0,0,0,0,0,0,1,15.55555556,9.75,20.2,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,52953,4,5,39,55,37,0,9.75,18.19111505,55,0,11,24.59674775,1775.159103,169.9620418,6619.125,10873.95874,24241,0,28811,9603.666667,16361.464,28496,72,52331,13082.75,13096.19157,24679,0,0,0,0,0,80,124,75.53868525,94.42335656,0,55,9.4,19.76079171,390.4888889,0,1,0,0,0,0,0,0,1,10.44444444,9.75,11,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,47135,4,5,48,98,46,0,12,22.68626604,98,0,19.6,43.82693236,3097.485945,190.9409144,5891.875,10534.47701,23107,0,23897,7965.666667,13639.39054,23715,48,46976,11744,13129.65816,23116,0,0,0,0,0,80,124,84.86262862,106.0782858,0,98,14.6,32.64693281,1065.822222,0,1,0,0,0,0,0,0,1,16.22222222,12,19.6,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,67340,4,5,48,64,46,0,12,22.68626604,64,0,12.8,28.62167011,1663.201663,133.6501337,8417.5,11977.75288,26262,0,40974,13658,23533.39888,40832,37,66820,16705,12482.4825,26262,0,0,0,0,0,80,124,59.4000594,74.25007425,0,64,11.2,23.47954192,551.2888889,0,1,0,0,0,0,0,0,1,12.44444444,12,12.8,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,48798,4,5,35,51,33,0,8.75,16.19413474,51,0,10.2,22.80789337,1762.36731,184.4337883,6099.75,10859.87961,23790,0,25088,8362.666667,14265.52243,24835,84,48602,12150.5,13546.48807,24164,0,0,0,0,0,80,124,81.97057256,102.4632157,0,51,8.6,18.11813088,328.2666667,0,1,0,0,0,0,0,0,1,9.555555556,8.75,10.2,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,49959,4,5,35,85,33,0,8.75,16.19413474,85,0,17,38.01315562,2401.969615,180.1477211,6244.875,10794.03219,23979,76,25904,8634.666667,14766.03469,25685,90,49311,12327.75,13331.11462,23979,619,0,0,0,0,80,124,80.06565384,100.0820673,0,85,12,27.64456949,764.2222222,0,1,0,0,0,0,0,0,1,13.33333333,8.75,17,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
53,58320,4,5,39,96,37,0,9.75,18.19111505,96,0,19.2,42.93250517,2314.814815,154.3209877,7290,9456.396097,22115,45,36006,12002,20641.75329,35837,45,58157,14539.25,8585.729104,22115,5008,0,0,0,0,80,124,68.58710562,85.73388203,0,96,13.5,31.20986311,974.0555556,0,1,0,0,0,0,0,0,1,15,9.75,19.2,80,-1,1054,2,0,0,0,0,0,0,0,0,0,0
